;Year;Month;Plant_Id;Capacity_MW
65;2020;6;59.0;100.0
66;2020;7;59.0;100.0
67;2020;8;59.0;100.0
68;2020;9;59.0;100.0
69;2020;10;59.0;100.0
70;2020;11;59.0;100.0
71;2020;12;59.0;100.0
72;2021;1;59.0;100.0
73;2021;2;59.0;100.0
74;2021;3;59.0;100.0
75;2021;4;59.0;100.0
76;2021;5;59.0;100.0
77;2021;6;59.0;100.0
78;2021;7;59.0;100.0
79;2021;8;59.0;100.0
80;2021;9;59.0;120.9
81;2021;10;59.0;141.8
82;2021;11;59.0;162.7
0;2015;1;60.0;183.6
1;2015;2;60.0;204.5
2;2015;3;60.0;225.39999999999998
3;2015;4;60.0;246.29999999999998
4;2015;5;60.0;267.2
5;2015;6;60.0;288.1
